ts_et,symbol,open,high,low,close,volume
2026-08-07 03:15:00,VIX,15.3,15.31,15.29,15.29,0
2026-08-07 03:30:00,VIX,15.29,15.3,15.28,15.29,0
2026-08-07 03:45:00,VIX,15.29,15.3,15.27,15.27,0
2026-08-07 04:00:00,QQQ,717.08,718.0432,713.99,718.0,0
2026-08-07 04:00:00,TQQQ,72.3,72.9849,71.73,72.98,0
2026-08-07 04:00:00,VIX,15.27,15.27,15.24,15.24,0
2026-08-07 04:15:00,QQQ,718.02,718.12,717.445,718.015,0
2026-08-07 04:15:00,TQQQ,72.98,73.0084,72.8,72.98,0
2026-08-07 04:15:00,VIX,15.25,15.28,15.25,15.28,0
2026-08-07 04:30:00,QQQ,718.038,718.5499,717.65,718.03,0
2026-08-07 04:30:00,TQQQ,72.9697,73.13,72.87,73.0,0
2026-08-07 04:30:00,VIX,15.28,15.31,15.27,15.29,0
2026-08-07 04:45:00,QQQ,718.05,718.31,717.81,718.27,0
2026-08-07 04:45:00,TQQQ,72.97,73.08,72.92,73.04,0
2026-08-07 04:45:00,VIX,15.29,15.29,15.27,15.27,0
2026-08-07 05:00:00,QQQ,718.27,718.59,718.13,718.47,0
2026-08-07 05:00:00,TQQQ,73.04,73.15,72.99,73.11,0
2026-08-07 05:00:00,VIX,15.27,15.27,15.25,15.25,0
2026-08-07 05:15:00,QQQ,718.46,718.5785,718.04,718.29,0
2026-08-07 05:15:00,TQQQ,73.11,73.16,73.0,73.05,0
2026-08-07 05:15:00,VIX,15.25,15.28,15.25,15.28,0
2026-08-07 05:30:00,QQQ,718.25,718.565,717.9882,718.13,0
2026-08-07 05:30:00,TQQQ,73.05,73.14,72.96,73.02,0
2026-08-07 05:30:00,VIX,15.28,15.3,15.28,15.28,0
2026-08-07 05:45:00,QQQ,718.14,718.28,717.83,717.8304,0
2026-08-07 05:45:00,TQQQ,73.02,73.06,72.9256,72.95,0
2026-08-07 05:45:00,VIX,15.28,15.29,15.27,15.28,0
2026-08-07 06:00:00,QQQ,717.88,718.103,717.7039,717.7039,0
2026-08-07 06:00:00,TQQQ,72.94,73.0,72.88,72.88,0
2026-08-07 06:00:00,VIX,15.28,15.28,15.28,15.28,0
2026-08-07 06:15:00,QQQ,717.68,717.9685,717.24,717.9327,0
2026-08-07 06:15:00,TQQQ,72.88,72.9591,72.74,72.95,0
2026-08-07 06:15:00,VIX,15.28,15.29,15.27,15.27,0
2026-08-07 06:30:00,QQQ,717.92,718.0,717.685,717.96,0
2026-08-07 06:30:00,TQQQ,72.95,72.989,72.88,72.95,0
2026-08-07 06:30:00,VIX,15.27,15.27,15.26,15.26,0
2026-08-07 06:45:00,QQQ,717.94,717.9785,717.5,717.62,0
2026-08-07 06:45:00,TQQQ,72.95,72.96,72.83,72.86,0
2026-08-07 06:45:00,VIX,15.25,15.27,15.25,15.27,0
2026-08-07 07:00:00,QQQ,717.64,718.6,714.65,718.3353,0
2026-08-07 07:00:00,TQQQ,72.85,73.16,72.03,73.0891,0
2026-08-07 07:00:00,VIX,15.27,15.27,15.2,15.23,0
2026-08-07 07:15:00,QQQ,718.3408,718.8993,718.33,718.7485,0
2026-08-07 07:15:00,TQQQ,73.08,73.25,73.08,73.2,0
2026-08-07 07:15:00,VIX,15.23,15.23,15.21,15.21,0
2026-08-07 07:30:00,QQQ,718.7085,719.119,718.5718,719.01,0
2026-08-07 07:30:00,TQQQ,73.19,73.31,73.15,73.2899,0
2026-08-07 07:30:00,VIX,15.21,15.23,15.18,15.18,0
2026-08-07 07:45:00,QQQ,719.01,719.0558,717.76,717.8086,0
2026-08-07 07:45:00,TQQQ,73.28,73.3,72.89,72.92,0
2026-08-07 07:45:00,VIX,15.18,15.18,15.17,15.18,0
2026-08-07 08:00:00,QQQ,717.759,719.15,716.21,718.8682,0
2026-08-07 08:00:00,TQQQ,72.919,73.32,72.85,73.2358,0
2026-08-07 08:00:00,VIX,15.18,15.22,15.16,15.21,0
2026-08-07 08:15:00,QQQ,718.8278,719.44,718.06,719.16,0
2026-08-07 08:15:00,TQQQ,73.2491,73.41,72.98,73.29,0
2026-08-07 08:15:00,VIX,15.22,15.22,15.13,15.14,0
2026-08-07 08:30:00,QQQ,719.32,722.57,719.3066,722.3398,0
2026-08-07 08:30:00,TQQQ,73.2,74.35,73.18,74.2844,0
2026-08-07 08:30:00,VIX,14.83,15.28,14.83,15.25,0
2026-08-07 08:45:00,QQQ,722.3339,723.83,714.65,723.3,0
2026-08-07 08:45:00,TQQQ,74.2607,74.7315,74.2607,74.551,0
2026-08-07 08:45:00,VIX,15.25,15.34,15.25,15.34,0
2026-08-07 09:00:00,QQQ,723.3,723.43,720.71,720.8006,0
2026-08-07 09:00:00,TQQQ,74.58,74.6,73.78,73.82,0
2026-08-07 09:00:00,VIX,15.34,15.36,15.28,15.29,0
2026-08-07 09:15:00,QQQ,720.8571,720.92,719.42,720.19,0
2026-08-07 09:15:00,TQQQ,73.83,73.85,73.42,73.63,0
2026-08-07 09:15:00,VIX,15.29,15.29,15.28,15.29,0
2026-08-07 09:30:00,QQQ,720.190002,722.544983,719.5,721.973877,4167177
2026-08-07 09:30:00,TQQQ,73.650002,74.360001,73.419998,74.169998,13511231
2026-08-07 09:30:00,VIX,15.26,15.28,15.05,15.06,0
2026-08-07 09:45:00,QQQ,721.900024,722.710022,718.460022,719.309998,1575084
2026-08-07 09:45:00,TQQQ,74.150002,74.389999,73.125,73.360001,4820064
2026-08-07 09:45:00,VIX,15.06,15.12,15.03,15.04,0
2026-08-07 10:00:00,QQQ,719.304993,720.090027,716.52002,716.974976,1575120
2026-08-07 10:00:00,TQQQ,73.360001,73.605003,72.519997,72.654999,4622258
2026-08-07 10:00:00,VIX,15.03,15.07,14.93,14.95,0
2026-08-07 10:15:00,QQQ,716.98999,721.650024,716.599976,721.25,1736472
2026-08-07 10:15:00,TQQQ,72.660004,74.079903,72.550003,73.949997,4066596
2026-08-07 10:15:00,VIX,14.94,14.98,14.86,14.98,0
2026-08-07 10:30:00,QQQ,721.268005,721.539978,718.830017,719.159973,1188883
2026-08-07 10:30:00,TQQQ,73.945,74.040001,73.220001,73.329903,2893074
2026-08-07 10:30:00,VIX,14.97,15.01,14.96,14.97,0
2026-08-07 10:45:00,QQQ,719.159973,720.549988,718.98999,720.27002,881413
2026-08-07 10:45:00,TQQQ,73.334999,73.745003,73.269897,73.651497,2025894
2026-08-07 10:45:00,VIX,14.97,14.98,14.94,14.94,0
2026-08-07 11:00:00,QQQ,720.27002,721.75,720.030029,721.210022,1134209
2026-08-07 11:00:00,TQQQ,73.665001,74.110001,73.580002,73.934998,1692082
2026-08-07 11:00:00,VIX,14.93,15.0,14.93,14.96,0
2026-08-07 11:15:00,QQQ,721.190002,722.859985,720.89502,722.799988,1217381
2026-08-07 11:15:00,TQQQ,73.940002,74.440002,73.849998,74.429901,2074883
2026-08-07 11:15:00,VIX,14.95,14.98,14.94,14.94,0
2026-08-07 11:30:00,QQQ,722.799988,723.499878,722.040527,722.440002,1195362
2026-08-07 11:30:00,TQQQ,74.43,74.629997,74.190002,74.32,2018678
2026-08-07 11:30:00,VIX,14.95,14.97,14.93,14.94,0
2026-08-07 11:45:00,QQQ,722.409973,723.200012,722.090027,722.48999,1088779
2026-08-07 11:45:00,TQQQ,74.330002,74.539803,74.214996,74.334999,1264257
2026-08-07 11:45:00,VIX,14.94,14.95,14.92,14.93,0
2026-08-07 12:00:00,QQQ,722.53009,722.909973,722.059998,722.195007,808264
2026-08-07 12:00:00,TQQQ,74.339996,74.459999,74.199997,74.245003,838529
2026-08-07 12:00:00,VIX,14.94,14.96,14.93,14.96,0
