ts_et,symbol,open,high,low,close,volume
2026-06-24 03:15:00,VIX,19.129999,19.17,19.08,19.16,0
2026-06-24 03:30:00,VIX,19.17,19.32,19.09,19.09,0
2026-06-24 03:45:00,VIX,19.1,19.280001,19.07,19.27,0
2026-06-24 04:00:00,QQQ,716.934,719.49,713.65,718.84,0
2026-06-24 04:00:00,TQQQ,75.18,76.04,74.32,75.87,0
2026-06-24 04:00:00,VIX,19.27,19.27,19.09,19.15,0
2026-06-24 04:15:00,QQQ,718.93,719.02,717.92,718.48,0
2026-06-24 04:15:00,TQQQ,75.8695,75.91,75.569,75.71,0
2026-06-24 04:15:00,VIX,19.139999,19.25,19.120001,19.209999,0
2026-06-24 04:30:00,QQQ,718.54,719.12,718.07,718.48,0
2026-06-24 04:30:00,TQQQ,75.74,75.93,75.6,75.7,0
2026-06-24 04:30:00,VIX,19.200001,19.24,19.129999,19.200001,0
2026-06-24 04:45:00,QQQ,718.36,718.36,717.65,717.95,0
2026-06-24 04:45:00,TQQQ,75.709,75.72,75.48,75.56,0
2026-06-24 04:45:00,VIX,19.209999,19.27,19.209999,19.23,0
2026-06-24 05:00:00,QQQ,718.12,718.54,717.4,718.45,0
2026-06-24 05:00:00,TQQQ,75.65,75.77,75.4093,75.73,0
2026-06-24 05:00:00,VIX,19.23,19.27,19.120001,19.139999,0
2026-06-24 05:15:00,QQQ,718.47,718.47,717.42,717.73,0
2026-06-24 05:15:00,TQQQ,75.73,75.73,75.41,75.5,0
2026-06-24 05:15:00,VIX,19.15,19.290001,19.15,19.24,0
2026-06-24 05:30:00,QQQ,717.76,717.8193,716.74,716.8,0
2026-06-24 05:30:00,TQQQ,75.5,75.54,75.1801,75.1801,0
2026-06-24 05:30:00,VIX,19.23,19.360001,19.209999,19.35,0
2026-06-24 05:45:00,QQQ,716.73,717.82,716.48,717.76,0
2026-06-24 05:45:00,TQQQ,75.19,75.5302,75.1,75.5,0
2026-06-24 05:45:00,VIX,19.370001,19.41,19.209999,19.24,0
2026-06-24 06:00:00,QQQ,717.76,717.77,717.0,717.76,0
2026-06-24 06:00:00,TQQQ,75.5,75.51,75.251,75.4999,0
2026-06-24 06:00:00,VIX,19.24,19.32,19.24,19.24,0
2026-06-24 06:15:00,QQQ,717.78,718.08,717.46,717.9,0
2026-06-24 06:15:00,TQQQ,75.49,75.5901,75.41,75.5601,0
2026-06-24 06:15:00,VIX,19.24,19.24,19.190001,19.190001,0
2026-06-24 06:30:00,QQQ,717.99,718.74,717.9,718.38,0
2026-06-24 06:30:00,TQQQ,75.55,75.82,75.53,75.699,0
2026-06-24 06:30:00,VIX,19.18,19.18,19.02,19.049999,0
2026-06-24 06:45:00,QQQ,718.3596,718.36,717.2772,717.38,0
2026-06-24 06:45:00,TQQQ,75.67,75.67,75.368,75.39,0
2026-06-24 06:45:00,VIX,19.059999,19.219999,19.059999,19.209999,0
2026-06-24 07:00:00,QQQ,717.39,718.15,713.65,716.66,0
2026-06-24 07:00:00,TQQQ,75.39,75.61,74.44,75.1713,0
2026-06-24 07:00:00,VIX,19.209999,19.219999,19.08,19.219999,0
2026-06-24 07:15:00,QQQ,716.75,716.83,716.0,716.48,0
2026-06-24 07:15:00,TQQQ,75.1701,75.24,74.96,75.1003,0
2026-06-24 07:15:00,VIX,19.219999,19.309999,19.190001,19.209999,0
2026-06-24 07:30:00,QQQ,716.495,718.2,716.43,717.865,0
2026-06-24 07:30:00,TQQQ,75.11,75.65,75.09,75.54,0
2026-06-24 07:30:00,VIX,19.209999,19.209999,18.93,18.950001,0
2026-06-24 07:45:00,QQQ,717.87,719.1,717.582,718.9323,0
2026-06-24 07:45:00,TQQQ,75.545,75.9001,75.4501,75.89,0
2026-06-24 07:45:00,VIX,18.950001,18.950001,18.799999,18.84,0
2026-06-24 08:00:00,QQQ,718.9507,719.0762,718.1301,718.61,0
2026-06-24 08:00:00,TQQQ,75.8898,75.9,75.6387,75.79,0
2026-06-24 08:00:00,VIX,18.83,18.92,18.82,18.860001,0
2026-06-24 08:15:00,QQQ,718.7191,719.28,718.09,718.73,0
2026-06-24 08:15:00,TQQQ,75.795,75.9699,75.61,75.82,0
2026-06-24 08:15:00,VIX,18.860001,18.91,18.75,18.76,0
2026-06-24 08:30:00,QQQ,718.72,718.97,717.16,717.45,0
2026-06-24 08:30:00,TQQQ,75.83,75.9,75.32,75.3797,0
2026-06-24 08:30:00,VIX,18.75,18.99,18.74,18.98,0
2026-06-24 08:45:00,QQQ,717.39,717.5,713.65,716.68,0
2026-06-24 08:45:00,TQQQ,75.37,75.41,75.1,75.1599,0
2026-06-24 08:45:00,VIX,18.98,19.09,18.959999,19.08,0
2026-06-24 09:00:00,QQQ,716.7,717.31,715.1,715.26,0
2026-06-24 09:00:00,TQQQ,75.16,75.37,74.7,74.7399,0
2026-06-24 09:00:00,VIX,19.07,19.25,19.0,19.25,0
2026-06-24 09:15:00,QQQ,715.2515,716.7,715.001,715.43,0
2026-06-24 09:15:00,TQQQ,74.76,75.13,74.6887,74.8,0
2026-06-24 09:15:00,VIX,19.24,19.309999,19.15,19.209999,0
2026-06-24 09:30:00,QQQ,714.799988,718.499878,712.73999,714.179993,4825840
2026-06-24 09:30:00,TQQQ,74.779999,75.724998,73.940002,74.366096,10632447
2026-06-24 09:30:00,VIX,19.42,19.450001,18.870001,19.309999,0
2026-06-24 09:45:00,QQQ,714.150024,717.219971,711.780029,714.73999,2109871
2026-06-24 09:45:00,TQQQ,74.370003,75.336197,73.640099,74.559998,4327467
2026-06-24 09:45:00,VIX,19.24,19.540001,18.809999,19.08,0
2026-06-24 10:00:00,QQQ,714.744995,715.659973,713.380005,714.289978,1553385
2026-06-24 10:00:00,TQQQ,74.589996,74.849998,74.129997,74.427902,2331101
2026-06-24 10:00:00,VIX,19.07,19.110001,18.870001,19.059999,0
2026-06-24 10:15:00,QQQ,714.179993,715.808472,710.880005,715.150024,1478347
2026-06-24 10:15:00,TQQQ,74.400002,74.889397,73.370003,74.684998,3329177
2026-06-24 10:15:00,VIX,19.01,19.290001,18.74,18.780001,0
2026-06-24 10:30:00,QQQ,715.190002,717.210022,715.190002,717.090027,1304210
2026-06-24 10:30:00,TQQQ,74.695,75.330002,74.684998,75.290001,2603645
2026-06-24 10:30:00,VIX,18.77,18.77,18.5,18.5,0
2026-06-24 10:45:00,QQQ,717.090027,719.599976,716.969971,719.549988,1358528
2026-06-24 10:45:00,TQQQ,75.279999,76.080002,75.241997,76.065002,2579521
2026-06-24 10:45:00,VIX,18.450001,18.450001,18.07,18.07,0
2026-06-24 11:00:00,QQQ,719.570007,719.929993,716.179993,716.97998,1111131
2026-06-24 11:00:00,TQQQ,76.089996,76.18,75.0,75.269997,2317183
2026-06-24 11:00:00,VIX,18.07,18.42,18.040001,18.32,0
2026-06-24 11:15:00,QQQ,716.960022,717.879883,715.099976,717.419983,1146104
